ProgramName,ProgramType,FundingType,LinkedID,SourceDB,SourceDBNM,payno,ContractNo,ContAmt,ContractorRequestedDate,ToAdvantageDate,entrydt,RequestedAmt,RequestedDate,ReceivedDate,ReviewCompletedDate,AcctReceivedDate,Status,ProcessDay
Improved Nutrition Program,NDA,CDBG_NDA,5286,1,CCR,12,SG2019-077,"10,000.00",1/21/2020,2/13/2020,2/6/2020,"4,359.67",2/7/2020,2/10/2020,2/10/2020,2/11/2020,Complete,23
CDC OPERATING SUPPORT,CDC,CDBG_DEPT & NDA,5294,1,CCR,6,SG2019-159,"482,000.00",1/26/2020,2/18/2020,2/11/2020,405.78,2/11/2020,2/12/2020,2/13/2020,2/14/2020,Complete,23
CDC OPERATING SUPPORT,CDC,CDBG_DEPT & NDA,5298,1,CCR,6,SG2019-122,"180,000.00",1/22/2020,2/14/2020,2/11/2020,"12,098.11",2/11/2020,2/12/2020,2/12/2020,2/13/2020,Complete,23
Recreation - Ward 3,Social Service,CDBG_DEPT,5316,1,CCR,3,SG2019-185,"13,300.00",2/4/2020,2/27/2020,2/21/2020,0.00,2/26/2020,2/26/2020,2/27/2020,2/27/2020,Complete,23
Youth Recreation Program-Collinwood,Social Service,CDBG_DEPT,5324,1,CCR,12,SG2019-154,"16,300.00",10/26/2020,11/18/2020,11/4/2020,0.00,11/4/2020,11/12/2020,11/17/2020,11/18/2020,Complete,23
Wisdom Keepers Program,Social Service,CDBG_DEPT,5336,1,CCR,12,SG2019-184,"9,900.00",11/9/2020,12/2/2020,11/13/2020,807.38,11/13/2020,11/18/2020,11/20/2020,11/23/2020,Complete,23
Elderly Services,Social Service,CDBG_DEPT,5338,1,CCR,5,SG2019-171,"30,100.00",3/31/2020,4/23/2020,4/15/2020,"1,232.93",4/16/2020,4/20/2020,4/20/2020,4/23/2020,Complete,23
Elderly Services,Social Service,CDBG_DEPT,5338,1,CCR,6,SG2019-171,"30,100.00",3/31/2020,4/23/2020,4/15/2020,"1,216.37",4/16/2020,4/20/2020,4/20/2020,4/23/2020,Complete,23
Child Enrichment Center,Social Service,CDBG_DEPT,5348,1,CCR,10,SG2019-139,"13,000.00",6/3/2020,6/26/2020,6/16/2020,"1,076.50",6/17/2020,6/23/2020,6/23/2020,6/25/2020,Complete,23
Youth Services,Social Service,CDBG_DEPT,5352,1,CCR,8,SG2019-170,"9,477.00",6/24/2020,7/17/2020,7/1/2020,789.74,7/1/2020,7/3/2020,7/6/2020,7/17/2020,Complete,23
Youth Services,Social Service,CDBG_DEPT,5352,1,CCR,9,SG2019-170,"9,477.00",6/24/2020,7/17/2020,7/1/2020,789.74,7/1/2020,7/3/2020,7/6/2020,7/17/2020,Complete,23
Visual Health,Social Service,CDBG_DEPT,5353,1,CCR,9,SG2019-114,"18,200.00",5/12/2020,6/4/2020,5/20/2020,"1,500.00",5/20/2020,5/21/2020,5/26/2020,5/28/2020,Complete,23
2019 Intergenerational Musical Program,Social Service,CDBG_DEPT,5364,1,CCR,4,SG2019-161,"13,500.00",6/30/2020,7/23/2020,7/8/2020,"3,374.87",7/9/2020,7/9/2020,7/9/2020,7/23/2020,Complete,23
Health Assessment,Social Service,CDBG_DEPT,5370,1,CCR,6,SG2019-115,"22,500.00",1/8/2020,1/31/2020,1/27/2020,0.00,1/29/2020,1/30/2020,1/30/2020,1/31/2020,Complete,23
A Place 4 Me Dignity Fund,Social Service,CDBG_DEPT,5373,1,CCR,11,SG2019-163,"10,000.00",5/26/2020,6/18/2020,6/10/2020,839.50,6/10/2020,6/10/2020,6/12/2020,6/18/2020,Complete,23
AsiaTown Neighborhood Initiative,NDA,CDBG_NDA,5400,1,CCR,8,SG2019-235,"78,000.00",3/31/2020,4/23/2020,4/21/2020,"6,553.07",4/21/2020,4/21/2020,4/22/2020,4/22/2020,Complete,23
2019 Hunger Center - Casino,Casino,Casino_Funds,5402,1,CCR,2,SG2019-202,"12,500.00",3/24/2020,4/16/2020,4/8/2020,0.00,4/8/2020,4/8/2020,4/8/2020,4/16/2020,Complete,23
2019 Senior Home Repair and Maintenance Program,NDA,CDBG_NDA,5406,1,CCR,8,SG2019-188,"60,000.00",3/31/2020,4/23/2020,4/8/2020,"5,373.47",4/8/2020,4/11/2020,4/13/2020,4/17/2020,Complete,23
Vision Zero Educational Workshop,Casino,Casino_Funds,5433,1,CCR,2,SG2020-001,"6,800.00",3/2/2020,3/25/2020,3/12/2020,"6,800.00",3/12/2020,3/12/2020,3/12/2020,3/18/2020,Complete,23
Health Assessment,Social Service,CDBG_DEPT,5476,1,CCR,6,SG2020-102,"31,750.00",1/12/2021,2/4/2021,1/21/2021,"2,645.84",1/26/2021,1/26/2021,1/27/2021,2/4/2021,Complete,23
Youth Services,Social Service,CDBG_DEPT,5477,1,CCR,7,SG2020-231,"8,529.00",5/5/2021,5/28/2021,5/12/2021,706.59,5/13/2021,5/13/2021,5/17/2021,5/24/2021,Complete,23
Youth Services,Social Service,CDBG_DEPT,5477,1,CCR,8,SG2020-231,"8,529.00",5/5/2021,5/28/2021,5/12/2021,706.59,5/13/2021,5/13/2021,5/17/2021,5/24/2021,Complete,23
Advancing Hispanic Student Education & Achievement,Social Service,CDBG_DEPT,5497,1,CCR,2,SG2020-214,"67,000.00",2/1/2021,2/24/2021,2/10/2021,"5,583.12",2/10/2021,2/12/2021,2/17/2021,2/24/2021,Complete,23
Advancing Hispanic Student Education & Achievement,Social Service,CDBG_DEPT,5497,1,CCR,9,SG2020-214,"67,000.00",5/5/2021,5/28/2021,5/25/2021,"5,583.12",5/26/2021,5/27/2021,5/27/2021,5/28/2021,Complete,23
Advising Services,Social Service,CDBG_DEPT,5498,1,CCR,8,SG2020-189,"10,000.00",5/5/2021,5/28/2021,5/12/2021,833.33,5/13/2021,5/13/2021,5/17/2021,5/24/2021,Complete,23
Emergency Food Program,Social Service,CDBG_DEPT,5500,1,CCR,5,,"40,000.00",2/2/2021,2/25/2021,2/10/2021,"1,538.43",2/10/2021,2/12/2021,2/17/2021,2/25/2021,Complete,23
Emergency Food Program,Social Service,CDBG_DEPT,5500,1,CCR,6,,"40,000.00",2/2/2021,2/25/2021,2/10/2021,"12,525.63",2/10/2021,2/12/2021,2/17/2021,2/25/2021,Complete,23
Emergency Food Program,Social Service,CDBG_DEPT,5500,1,CCR,10,SG2021-006,"40,000.00",5/19/2021,6/11/2021,6/1/2021,"3,619.68",6/10/2021,6/10/2021,6/10/2021,6/11/2021,Complete,23
Counseling/Community Services,Social Service,CDBG_DEPT,5508,1,CCR,12,SG2020-205,"77,500.00",9/21/2021,10/14/2021,9/29/2021,"6,172.76",9/29/2021,9/30/2021,10/1/2021,10/14/2021,Complete,23
Senior Guest House,Social Service,CDBG_DEPT,5536,1,CCR,4,SG2020-235,"47,900.00",5/19/2021,6/11/2021,6/9/2021,"3,594.14",6/10/2021,6/10/2021,6/10/2021,6/11/2021,Complete,23
CDC Activity Grant,CDC,CDBG_DEPT,5569,1,CCR,3,SG2020-162,"312,000.00",11/23/2020,12/16/2020,12/14/2020,"27,980.30",12/14/2020,12/14/2020,12/14/2020,12/16/2020,Complete,23
CDC Activity Grant,CDC,CDBG_DEPT,5569,1,CCR,4,SG2020-162,"312,000.00",11/23/2020,12/16/2020,12/14/2020,"68,351.31",12/14/2020,12/14/2020,12/14/2020,12/16/2020,Complete,23
cares act - senior connection,CARESAct,CARESAct,5603,1,CCR,4,SG2020-128,"62,500.00",11/10/2020,12/3/2020,11/23/2020,"3,535.68",11/23/2020,11/23/2020,11/24/2020,11/30/2020,Complete,23
Community Development,NDA,CDBG_NDA,5623,1,CCR,2,,"25,000.00",10/11/2021,11/3/2021,10/25/2021,"2,083.00",10/25/2021,10/26/2021,10/29/2021,11/3/2021,Complete,23
Community Development,NDA,CDBG_NDA,5623,1,CCR,3,,"25,000.00",10/11/2021,11/3/2021,10/25/2021,"2,083.00",10/25/2021,10/26/2021,10/29/2021,11/3/2021,Complete,23
Rental Assistance,CARESAct,CARESAct,5631,1,CCR,10,SG2020-0052,"7,410,267.00",5/5/2021,5/28/2021,5/10/2021,"1,874,170.84",5/10/2021,5/10/2021,5/11/2021,5/28/2021,Complete,23
Emergency Shelter,ESG,ESGP,5646,1,CCR,6,SG2021-149,"97,000.00",7/6/2021,7/29/2021,7/22/2021,"7,188.83",7/26/2021,7/26/2021,7/26/2021,7/27/2021,Complete,23
LEAD HAZARD REDUCTION DEMONSTRATION,LHRD,OLHCHH-Lead,131,3,Other_Dept,20,CT8006 RH2019*014,"122,829.65",9/15/2020,10/9/2020,9/15/2020,"3,303.84",9/15/2020,9/16/2020,9/18/2020,10/9/2020,Complete,24
Old Brooklyn CDC 4329 West 52nd Street,Single Family,HOME,267,2,HDO,3,LA2019-005,"40,000.00",7/20/2020,8/13/2020,8/5/2020,"9,292.50",8/5/2020,8/5/2020,8/6/2020,8/12/2020,Complete,24
GED and Career Counseling,Social Service,CDBG_DEPT,5204,1,CCR,12,SG2018-160,"13,300.00",2/4/2020,2/28/2020,2/20/2020,"1,047.91",2/26/2020,2/26/2020,2/27/2020,2/27/2020,Complete,24
Youth Services - Sisterhood Program,Social Service,CDBG_DEPT,5321,1,CCR,8,SG2019-224,"12,110.00",6/23/2020,7/17/2020,7/1/2020,"1,009.22",7/1/2020,7/3/2020,7/6/2020,7/17/2020,Complete,24
Elderly Services,Social Service,CDBG_DEPT,5338,1,CCR,1,SG2019-171,"30,100.00",2/3/2020,2/27/2020,2/20/2020,"1,704.81",2/21/2020,2/24/2020,2/24/2020,2/25/2020,Complete,24
Elderly Services,Social Service,CDBG_DEPT,5338,1,CCR,2,SG2019-171,"30,100.00",2/3/2020,2/27/2020,2/20/2020,998.55,2/21/2020,2/24/2020,2/24/2020,2/25/2020,Complete,24
Eviction Prevention through Mediation,Social Service,CDBG_DEPT,5349,1,CCR,10,SG2019-144,"10,000.00",6/23/2020,7/17/2020,7/1/2020,"1,153.80",7/1/2020,7/3/2020,7/6/2020,7/17/2020,Complete,24
Family Services & Child Development,Social Service,CDBG_DEPT,5354,1,CCR,3,SG2019-149,"34,000.00",1/21/2020,2/14/2020,2/5/2020,"1,864.32",2/5/2020,2/7/2020,2/10/2020,2/11/2020,Complete,24
West Park Youth Job Readiness & Empowerment Program,Social Service,CDBG_DEPT,5357,1,CCR,2,SG2019-194,"20,000.00",1/6/2020,1/30/2020,1/21/2020,"3,060.70",1/24/2020,1/24/2020,1/24/2020,1/27/2020,Complete,24
West Park Youth Job Readiness & Empowerment Program,Social Service,CDBG_DEPT,5357,1,CCR,3,SG2019-194,"20,000.00",1/6/2020,1/30/2020,1/23/2020,"3,130.92",1/24/2020,1/24/2020,1/24/2020,1/27/2020,Complete,24
West Park Youth Job Readiness & Empowerment Program,Social Service,CDBG_DEPT,5357,1,CCR,4,SG2019-194,"20,000.00",1/6/2020,1/30/2020,1/23/2020,716.78,1/24/2020,1/24/2020,1/24/2020,1/27/2020,Complete,24
Art Works 2019/2020,Social Service,CDBG_DEPT,5358,1,CCR,8,SG2019-164,"50,620.00",6/30/2020,7/24/2020,7/21/2020,0.00,7/22/2020,7/22/2020,7/22/2020,7/24/2020,Complete,24
Art Works 2019/2020,Social Service,CDBG_DEPT,5358,1,CCR,9,SG2019-164,"50,620.00",6/30/2020,7/24/2020,7/21/2020,0.00,7/22/2020,7/22/2020,7/22/2020,7/24/2020,Complete,24
Art Works 2019/2020,Social Service,CDBG_DEPT,5358,1,CCR,10,SG2019-164,"50,620.00",6/30/2020,7/24/2020,7/21/2020,0.00,7/22/2020,7/22/2020,7/22/2020,7/24/2020,Complete,24
Youth Program- Fatima Family Center,Social Service,CDBG_DEPT,5378,1,CCR,4,SG2019-155,"10,000.00",3/24/2020,4/17/2020,3/31/2020,"1,034.75",4/2/2020,4/6/2020,4/7/2020,4/13/2020,Complete,24
Youth Program- Fatima Family Center,Social Service,CDBG_DEPT,5378,1,CCR,5,SG2019-155,"10,000.00",3/24/2020,4/17/2020,4/1/2020,"1,534.90",4/2/2020,4/6/2020,4/7/2020,4/13/2020,Complete,24
Youth Program- Fatima Family Center,Social Service,CDBG_DEPT,5378,1,CCR,6,SG2019-155,"10,000.00",3/24/2020,4/17/2020,4/1/2020,"1,017.28",4/2/2020,4/6/2020,4/7/2020,4/13/2020,Complete,24
2019 Hunger Center - Casino,Casino,Casino_Funds,5402,1,CCR,1,SG2019-202,"12,500.00",3/24/2020,4/17/2020,4/8/2020,57.06,4/8/2020,4/8/2020,4/8/2020,4/17/2020,Complete,24
2019 Hunger Center - Casino,Casino,Casino_Funds,5402,1,CCR,3,SG2019-202,"12,500.00",3/24/2020,4/17/2020,4/8/2020,9.75,4/8/2020,4/8/2020,4/8/2020,4/17/2020,Complete,24
2019 Hunger Center - Casino,Casino,Casino_Funds,5402,1,CCR,4,SG2019-202,"12,500.00",3/24/2020,4/17/2020,4/8/2020,106.16,4/8/2020,4/8/2020,4/8/2020,4/17/2020,Complete,24
2019 Hunger Center - Casino,Casino,Casino_Funds,5402,1,CCR,5,SG2019-202,"12,500.00",3/24/2020,4/17/2020,4/8/2020,243.95,4/8/2020,4/8/2020,4/8/2020,4/17/2020,Complete,24
2019 Hunger Center - Casino,Casino,Casino_Funds,5402,1,CCR,6,SG2019-202,"12,500.00",3/24/2020,4/17/2020,4/8/2020,41.94,4/8/2020,4/8/2020,4/8/2020,4/17/2020,Complete,24
2019 Hunger Center - Casino,Casino,Casino_Funds,5402,1,CCR,7,SG2019-202,"12,500.00",3/24/2020,4/17/2020,4/8/2020,"1,017.12",4/8/2020,4/8/2020,4/8/2020,4/17/2020,Complete,24
2019 Hunger Center - Casino,Casino,Casino_Funds,5402,1,CCR,8,SG2019-202,"12,500.00",3/24/2020,4/17/2020,4/8/2020,0.00,4/8/2020,4/8/2020,4/8/2020,4/17/2020,Complete,24
2019 Ward 5 Social and Recreation Program,NDA,CDBG_NDA,5404,1,CCR,2,SG2019-167,"17,100.00",1/11/2021,2/4/2021,1/26/2021,"1,420.00",1/26/2021,1/26/2021,1/27/2021,2/4/2021,Complete,24
2019 Ward 5 Social and Recreation Program,NDA,CDBG_NDA,5404,1,CCR,3,SG2019-167,"17,100.00",1/11/2021,2/4/2021,1/26/2021,"1,907.50",1/26/2021,1/26/2021,1/27/2021,2/4/2021,Complete,24
2019 Ward 5 Social and Recreation Program,NDA,CDBG_NDA,5404,1,CCR,5,SG2019-167,"17,100.00",1/11/2021,2/4/2021,1/26/2021,"4,094.25",1/27/2021,1/27/2021,1/28/2021,2/1/2021,Complete,24
Youth Services,Social Service,CDBG_DEPT,5477,1,CCR,11,SG2020-231,"8,529.00",10/18/2021,11/11/2021,11/4/2021,706.59,11/4/2021,11/4/2021,11/8/2021,11/8/2021,Complete,24
Visual Health,Social Service,CDBG_DEPT,5479,1,CCR,7,SG2020-096,"18,200.00",3/8/2021,4/1/2021,3/24/2021,"1,516.00",3/24/2021,3/25/2021,3/26/2021,3/30/2021,Complete,24
Sexual Assault Counseling,Social Service,CDBG_DEPT,5480,1,CCR,10,SG2020-239,"39,288.00",5/28/2021,6/21/2021,6/9/2021,"3,316.90",6/9/2021,6/9/2021,6/9/2021,6/14/2021,Complete,24
Medical Program,Social Service,CDBG_DEPT,5482,1,CCR,10,SG2021-095,"118,800.00",8/27/2021,9/20/2021,9/14/2021,"7,533.05",9/15/2021,9/16/2021,9/16/2021,9/17/2021,Complete,24
Advising Services,Social Service,CDBG_DEPT,5498,1,CCR,12,SG2020-189,"10,000.00",8/27/2021,9/20/2021,9/15/2021,833.37,9/15/2021,9/16/2021,9/16/2021,9/17/2021,Complete,24
Rose Centers for Aging Well,Social Service,CDBG_DEPT,5521,1,CCR,11,sg2021-005,"149,909.00",8/27/2021,9/20/2021,9/14/2021,"6,256.85",9/15/2021,9/16/2021,9/16/2021,9/17/2021,Complete,24
Eviction Prevention through Mediation,Social Service,CDBG_DEPT,5544,1,CCR,9,SG2020-203,"10,000.00",6/28/2021,7/22/2021,7/19/2021,819.13,7/21/2021,7/21/2021,7/21/2021,7/21/2021,Complete,24
Cares act -the beech brook family center - referral services,CARESAct,CARESAct,5587,1,CCR,7,SG2020-101,"40,199.00",2/15/2021,3/11/2021,3/2/2021,"2,654.66",3/2/2021,3/4/2021,3/5/2021,3/11/2021,Complete,24
Cares act -  adult wellness program,CARESAct,CARESAct,5608,1,CCR,4,SG2020-126,"73,986.00",11/13/2020,12/7/2020,11/25/2020,"4,553.45",11/25/2020,11/30/2020,12/2/2020,12/2/2020,Complete,24
Elderly Services,Social Service,CDBG_DEPT,5698,1,CCR,3,SG2021-322,"149,909.00",11/12/2021,12/6/2021,11/29/2021,"27,807.25",11/30/2021,12/1/2021,12/1/2021,12/1/2021,Complete,24
Asiatown Neighborhood Initiatives,NDA,CDBG_NDA,5777,1,CCR,1,SG2021-298,"75,000.00",11/12/2021,12/6/2021,11/23/2021,"6,481.74",11/24/2021,11/24/2021,11/29/2021,11/29/2021,Complete,24
Asiatown Neighborhood Initiatives,NDA,CDBG_NDA,5777,1,CCR,2,SG2021-298,"75,000.00",11/12/2021,12/6/2021,11/24/2021,"6,481.74",11/24/2021,11/24/2021,11/29/2021,11/29/2021,Complete,24
Asiatown Neighborhood Initiatives,NDA,CDBG_NDA,5777,1,CCR,3,SG2021-298,"75,000.00",11/12/2021,12/6/2021,11/24/2021,"6,481.74",11/24/2021,11/24/2021,11/29/2021,11/29/2021,Complete,24
Asiatown Neighborhood Initiatives,NDA,CDBG_NDA,5777,1,CCR,4,SG2021-298,"75,000.00",11/12/2021,12/6/2021,11/24/2021,"6,481.74",11/24/2021,11/24/2021,11/29/2021,11/29/2021,Complete,24
2021 Farmer's Market,NDA,CDBG_NDA,5781,1,CCR,3,SG2021-371,"35,000.00",11/12/2021,12/6/2021,12/3/2021,"1,985.61",12/3/2021,12/3/2021,12/3/2021,12/3/2021,Complete,24
CDC OPERATING SUPPORT,CDC,CDBG_DEPT & NDA,5300,1,CCR,6,SG2019-156,"1,859,000.00",1/31/2020,2/25/2020,2/18/2020,"2,138.50",2/18/2020,2/18/2020,2/19/2020,2/20/2020,Complete,25
CDC OPERATING SUPPORT,CDC,CDBG_DEPT & NDA,5306,1,CCR,6,SG2019-125,"540,858.00",2/13/2020,3/9/2020,3/4/2020,0.00,3/4/2020,3/6/2020,3/6/2020,3/9/2020,Complete,25
El Barrio Workforce Development Center,Social Service,CDBG_DEPT,5355,1,CCR,4,SG2019-135,"19,300.00",2/3/2020,2/28/2020,2/21/2020,160.01,2/26/2020,2/26/2020,2/27/2020,2/27/2020,Complete,25
Child Day Care Resources,Social Service,CDBG_DEPT,5363,1,CCR,5,SG2019-116,"5,700.00",1/2/2020,1/27/2020,1/13/2020,475.00,1/17/2020,1/23/2020,1/23/2020,1/24/2020,Complete,25
Career Readiness Program,Casino,Casino_Funds,5387,1,CCR,12,SG2019-223,"24,710.00",10/26/2020,11/20/2020,11/5/2020,"2,059.13",11/5/2020,11/5/2020,11/5/2020,11/6/2020,Complete,25
2019 Holiday Food Program,Casino,Casino_Funds,5395,1,CCR,3,SG2019-166,"2,500.00",1/16/2020,2/10/2020,2/5/2020,"2,250.00",2/5/2020,2/5/2020,2/5/2020,2/6/2020,Complete,25
Outreach Coordination,Social Service,CDBG_DEPT,5485,1,CCR,8,SG2020-159,"40,000.00",4/1/2021,4/26/2021,4/8/2021,"3,248.62",4/9/2021,4/16/2021,4/19/2021,4/20/2021,Complete,25
El Barrio Workforce Development Center,Social Service,CDBG_DEPT,5489,1,CCR,8,SG2020-217,"34,300.00",5/27/2021,6/21/2021,6/15/2021,"3,672.64",6/15/2021,6/16/2021,6/17/2021,6/21/2021,Complete,25
Child Enrichment Center,Social Service,CDBG_DEPT,5492,1,CCR,8,SG2020-219,"11,700.00",4/1/2021,4/26/2021,4/6/2021,975.00,4/7/2021,4/7/2021,4/8/2021,4/26/2021,Complete,25
Advancing Hispanic Student Education & Achievement,Social Service,CDBG_DEPT,5497,1,CCR,11,SG2020-214,"67,000.00",7/19/2021,8/13/2021,8/5/2021,"5,583.12",8/5/2021,8/6/2021,8/6/2021,8/9/2021,Complete,25
Brookside Hunger Center,Social Service,CDBG_DEPT,5506,1,CCR,7,SG2020-236,"10,000.00",4/1/2021,4/26/2021,4/8/2021,727.79,4/9/2021,4/16/2021,4/19/2021,4/20/2021,Complete,25
A Place 4 Me Dignity Fund,Social Service,CDBG_DEPT,5523,1,CCR,10,SG2020-208,"10,000.00",5/3/2021,5/28/2021,5/5/2021,853.35,5/6/2021,5/6/2021,5/7/2021,5/10/2021,Complete,25
City Wide Development Assistance - Business Technical Assistance,City Wide,CDBG_DEPT,5529,1,CCR,10,SG2020-0148,"30,060.00",5/27/2021,6/21/2021,6/14/2021,"2,497.02",6/14/2021,6/14/2021,6/15/2021,6/16/2021,Complete,25
Teen Leadership,Social Service,CDBG_DEPT,5549,1,CCR,9,SG2020-123,"28,500.00",7/19/2021,8/13/2021,8/11/2021,"1,842.10",8/11/2021,8/11/2021,8/11/2021,8/12/2021,Complete,25
Teen Leadership,Social Service,CDBG_DEPT,5549,1,CCR,10,SG2020-123,"28,500.00",7/19/2021,8/13/2021,8/11/2021,991.90,8/11/2021,8/11/2021,8/11/2021,8/12/2021,Complete,25
CDC Activity Grant,CDC,CDBG_DEPT,5557,1,CCR,10,SG2020-183,"492,000.00",6/6/2021,7/1/2021,6/21/2021,"37,715.14",6/25/2021,6/25/2021,6/25/2021,6/28/2021,Complete,25
CDC Activity Grant,CDC,CDBG_DEPT,5559,1,CCR,10,SG2020-131,"164,000.00",5/14/2021,6/8/2021,5/28/2021,"12,995.93",5/28/2021,6/1/2021,6/7/2021,6/8/2021,Complete,25
CDC Activity Grant,CDC,CDBG_DEPT,5570,1,CCR,3,SG2020-132,"232,000.00",11/12/2020,12/7/2020,11/23/2020,"18,791.74",11/23/2020,11/23/2020,11/24/2020,11/30/2020,Complete,25
CDC Activity Grant,CDC,CDBG_DEPT,5570,1,CCR,4,SG2020-132,"232,000.00",11/12/2020,12/7/2020,11/23/2020,"53,272.00",11/25/2020,11/30/2020,12/2/2020,12/4/2020,Complete,25
cares act - Eviction Prevention through mediation,CARESAct,CARESAct,5591,1,CCR,9,SG2020-0050,"108,200.00",5/3/2021,5/28/2021,5/4/2021,"7,776.41",5/7/2021,5/10/2021,5/11/2021,5/12/2021,Complete,25
Cares Act Empower CLE,CARESAct,CARESAct,5596,1,CCR,10,SG2020-071,"500,000.00",5/14/2021,6/8/2021,6/7/2021,0.00,6/7/2021,6/7/2021,6/7/2021,6/8/2021,Complete,25
cares act home delivery meals support,CARESAct,CARESAct,5605,1,CCR,15,SG2020-210,"58,998.00",11/12/2021,12/7/2021,12/3/2021,237.70,12/3/2021,12/6/2021,12/6/2021,12/6/2021,Complete,25
cares act - ESG -men's  shelter - Deconcentration,CARESAct,CARESAct,5614,1,CCR,15,SG2021-132,"4,647,955.00",12/27/2021,1/21/2022,1/13/2022,"472,917.42",1/13/2022,1/14/2022,1/14/2022,1/18/2022,Complete,25
Zelma George Shelter,ESG,ESGP,5649,1,CCR,6,SG2021-124,"207,261.00",7/19/2021,8/13/2021,8/11/2021,"17,185.16",8/11/2021,8/11/2021,8/11/2021,8/12/2021,Complete,25
CDC Operating Support - Metro West,CDC,CDBG_DEPT & NDA,5303,1,CCR,6,SG2019-187,"465,000.00",2/7/2020,3/4/2020,2/21/2020,"36,179.96",2/28/2020,3/2/2020,3/2/2020,3/3/2020,Complete,26
Elderly Services,Social Service,CDBG_DEPT,5317,1,CCR,3,SG2019-134,"60,500.00",1/30/2020,2/25/2020,2/10/2020,"5,229.51",2/18/2020,2/18/2020,2/19/2020,2/20/2020,Complete,26
Senior Outreach and Nutrition,Social Service,CDBG_DEPT,5333,1,CCR,10,SG2019-222,"20,000.00",9/9/2020,10/5/2020,9/29/2020,"1,736.41",9/29/2020,9/29/2020,9/30/2020,10/5/2020,Complete,26
Senior Outreach and Nutrition,Social Service,CDBG_DEPT,5333,1,CCR,11,SG2019-222,"20,000.00",9/9/2020,10/5/2020,9/29/2020,"1,075.87",9/29/2020,9/29/2020,9/30/2020,10/5/2020,Complete,26
Elderly Services,Social Service,CDBG_DEPT,5338,1,CCR,8,SG2019-171,"30,100.00",6/3/2020,6/29/2020,6/16/2020,"3,359.76",6/21/2020,6/23/2020,6/23/2020,6/25/2020,Complete,26
Art Works 2019/2020,Social Service,CDBG_DEPT,5358,1,CCR,7,SG2019-164,"50,620.00",6/24/2020,7/20/2020,7/15/2020,"4,790.33",7/15/2020,7/15/2020,7/16/2020,7/20/2020,Complete,26
Youth Jobs Partnership,Social Service,CDBG_DEPT,5484,1,CCR,11,SG2020-190,"40,285.00",11/10/2021,12/6/2021,11/24/2021,"3,349.21",11/29/2021,11/29/2021,11/29/2021,11/29/2021,Complete,26
Youth Jobs Partnership,Social Service,CDBG_DEPT,5484,1,CCR,12,SG2020-190,"40,285.00",11/10/2021,12/6/2021,11/24/2021,"3,699.21",11/29/2021,11/29/2021,11/29/2021,11/29/2021,Complete,26
Outreach Coordination,Social Service,CDBG_DEPT,5485,1,CCR,7,SG2020-159,"40,000.00",3/10/2021,4/5/2021,3/26/2021,"3,248.62",3/26/2021,3/26/2021,3/30/2021,4/5/2021,Complete,26
Child Enrichment Center,Social Service,CDBG_DEPT,5492,1,CCR,4,SG2020-219,"11,700.00",3/10/2021,4/5/2021,3/26/2021,975.00,3/26/2021,3/26/2021,3/30/2021,4/5/2021,Complete,26
Child Enrichment Center,Social Service,CDBG_DEPT,5492,1,CCR,5,SG2020-219,"11,700.00",3/10/2021,4/5/2021,3/26/2021,975.00,3/26/2021,3/26/2021,3/30/2021,4/5/2021,Complete,26
Child Enrichment Center,Social Service,CDBG_DEPT,5492,1,CCR,7,SG2020-219,"11,700.00",3/10/2021,4/5/2021,3/26/2021,975.00,3/26/2021,3/26/2021,3/30/2021,4/5/2021,Complete,26
Counseling/Community Services,Social Service,CDBG_DEPT,5508,1,CCR,3,SG2020-205,"77,500.00",1/27/2021,2/22/2021,2/3/2021,0.00,2/16/2021,2/17/2021,2/18/2021,2/22/2021,Complete,26
A Place 4 Me Dignity Fund,Social Service,CDBG_DEPT,5523,1,CCR,9,SG2020-208,"10,000.00",3/31/2021,4/26/2021,4/7/2021,575.12,4/7/2021,4/7/2021,4/8/2021,4/26/2021,Complete,26
Senior Adult Program,Social Service,CDBG_DEPT,5545,1,CCR,11,SG2020-194,"28,440.00",9/24/2021,10/20/2021,10/14/2021,"3,026.24",10/18/2021,10/18/2021,10/18/2021,10/19/2021,Complete,26
SEEDS Program,NDA,CDBG_NDA,5554,1,CCR,1,SG2020-061,"65,000.00",11/6/2020,12/2/2020,11/23/2020,541.67,11/24/2020,11/25/2020,11/30/2020,11/30/2020,Complete,26
SEEDS Program,NDA,CDBG_NDA,5554,1,CCR,2,SG2020-061,"65,000.00",11/6/2020,12/2/2020,11/23/2020,541.67,11/24/2020,11/25/2020,11/30/2020,11/30/2020,Complete,26
SEEDS Program,NDA,CDBG_NDA,5554,1,CCR,3,SG2020-061,"65,000.00",11/6/2020,12/2/2020,11/23/2020,541.67,11/24/2020,11/25/2020,11/30/2020,11/30/2020,Complete,26
CDC Activity Grant,CDC,CDBG_DEPT,5576,1,CCR,1,,"629,126.30",11/11/2020,12/7/2020,11/30/2020,"38,741.05",12/2/2020,12/2/2020,12/3/2020,12/4/2020,Complete,26
CDC Activity Grant,CDC,CDBG_DEPT,5576,1,CCR,2,,"629,126.30",11/11/2020,12/7/2020,11/30/2020,"39,975.30",12/2/2020,12/2/2020,12/3/2020,12/4/2020,Complete,26
